Strategy,Trial,Outcome,Turns,Conflicts,Avg_Wait_Time,Fairness_Index,PacmanA_Score,PacmanB_Score,PacmanC_Score
Q_LEARNING,136,WIN,572,0,68.66666666666667,0.7472442331396373,340,500,1070
Q_LEARNING,137,WIN,370,5,60.666666666666664,0.9093504639543183,550,650,670
Q_LEARNING,138,WIN,440,36,122.66666666666667,0.9711572938628573,960,230,680
Q_LEARNING,139,LOSS,983,35,214,0.8807939377620495,320,760,740
Q_LEARNING,140,WIN,287,22,65,0.9722328756615786,470,500,880
Q_LEARNING,141,WIN,600,4,163.33333333333334,0.9924276242911231,580,710,550
Q_LEARNING,142,WIN,271,3,66.33333333333333,0.998587891166755,780,600,460
Q_LEARNING,143,WIN,505,9,103.66666666666667,0.8650710599515236,880,80,900
Q_LEARNING,144,WIN,536,33,158,0.9984801215902728,440,470,920
Q_LEARNING,145,WIN,740,36,159.33333333333334,0.918248093044939,510,750,610
Q_LEARNING,146,WIN,368,37,91,0.978494623655914,530,610,700
Q_LEARNING,147,WIN,352,7,89.33333333333333,0.9974724328528178,70,690,1080
Q_LEARNING,148,WIN,499,14,128.33333333333334,0.9902064920402697,530,660,700
Q_LEARNING,149,WIN,580,3,129.33333333333334,0.9148163002394234,1030,410,430
Q_LEARNING,150,WIN,398,20,101,0.9841142232369682,480,750,620
Q_LEARNING,151,WIN,577,2,83.66666666666667,0.766351616003114,100,700,1040
Q_LEARNING,152,LOSS,804,30,181.66666666666666,0.944078393231178,830,400,620
Q_LEARNING,153,WIN,298,10,70.33333333333333,0.9907425951888199,550,580,720
Q_LEARNING,154,WIN,394,6,92.33333333333333,0.99810081300813,630,610,630
Q_LEARNING,155,WIN,413,40,108.66666666666667,0.9752060048817193,710,710,450
Q_LEARNING,156,WIN,595,12,136.33333333333334,0.9766921814880337,410,590,840
Q_LEARNING,157,WIN,613,1,96,0.9824461658730723,250,380,1220
Q_LEARNING,158,LOSS,821,11,140,0.8650111804166176,760,700,330
Q_LEARNING,159,LOSS,692,11,134.33333333333334,0.9018363346604696,810,500,540
Q_LEARNING,160,WIN,419,10,108.66666666666667,0.9482663240359048,290,630,940
Q_LEARNING,161,WIN,868,2,111.66666666666667,0.7513373101153534,1160,500,190
Q_LEARNING,162,WIN,342,10,81.66666666666667,0.9530954762698677,380,380,1130
Q_LEARNING,163,LOSS,568,0,79.66666666666667,0.8638597764771714,110,350,1380
Q_LEARNING,164,LOSS,523,31,97.66666666666667,0.9449636209534502,290,760,740
Q_LEARNING,165,WIN,320,3,78.33333333333333,0.9658603984119488,450,180,1200
Q_LEARNING,166,LOSS,508,7,108,0.946548366154512,340,930,480
Q_LEARNING,167,WIN,384,8,105,0.9724794919290818,450,880,530
Q_LEARNING,168,LOSS,496,15,92.33333333333333,0.9533803009405947,660,640,540
Q_LEARNING,169,WIN,363,20,93,0.9972327914216534,690,440,730
Q_LEARNING,170,WIN,260,4,66,0.8904333605887162,880,470,500
Q_LEARNING,171,WIN,443,6,82,0.7853305302499416,1180,360,330
Q_LEARNING,172,WIN,494,1,82.66666666666667,0.9692385274836107,530,650,670
Q_LEARNING,173,LOSS,449,52,91.66666666666667,0.9838934207616148,490,630,750
Q_LEARNING,174,WIN,401,22,98.33333333333333,0.9955157463651235,720,640,540
Q_LEARNING,175,WIN,210,2,42.666666666666664,0.9955037064041803,690,640,550
Q_LEARNING,176,WIN,289,12,66,0.9708766716196137,610,710,560
Q_LEARNING,177,LOSS,661,0,130,0.876980557669688,610,270,960
Q_LEARNING,178,WIN,296,2,65.66666666666667,0.9973273713154986,570,680,590
Q_LEARNING,179,WIN,597,2,124,0.8393929468282564,820,330,710
Q_LEARNING,180,WIN,439,9,99.66666666666667,0.9754929239364082,810,510,560
Q_LEARNING,181,WIN,454,29,94.66666666666667,0.9945007521392814,530,560,800
Q_LEARNING,182,LOSS,632,2,123.66666666666667,0.8179916442320835,570,680,430
Q_LEARNING,183,WIN,449,29,108.33333333333333,0.9705949919595681,480,470,910
Q_LEARNING,184,WIN,275,5,62.666666666666664,0.900025464731347,570,470,790
Q_LEARNING,185,WIN,373,13,82.66666666666667,0.9830887759342732,840,490,550
Q_LEARNING,186,LOSS,552,7,95,0.9452571308871277,450,410,910
Q_LEARNING,187,WIN,390,0,91.66666666666667,0.9506480119671658,590,590,700
Q_LEARNING,188,WIN,282,9,59.333333333333336,0.9788075378436825,670,910,310
Q_LEARNING,189,WIN,438,8,70.66666666666667,0.7951875442321302,780,1020,50
Q_LEARNING,190,LOSS,594,20,120.66666666666667,0.9612546396138668,160,760,940
Q_LEARNING,191,WIN,543,18,132.66666666666666,0.9771872031190239,680,650,530
Q_LEARNING,192,WIN,459,43,114.33333333333333,0.9891873712532055,650,720,480
Q_LEARNING,193,WIN,395,40,90.66666666666667,0.9722200320639176,390,910,560
Q_LEARNING,194,WIN,361,3,70.66666666666667,0.9983562130703274,640,640,610
Q_LEARNING,195,WIN,428,11,115,0.9610493423443064,530,840,520
Q_LEARNING,196,WIN,321,9,71.33333333333333,0.9313809233272321,620,920,350
Q_LEARNING,197,LOSS,569,14,83,0.9516507804945434,480,940,440
Q_LEARNING,198,WIN,714,20,131.33333333333334,0.9913278925118459,450,810,630
Q_LEARNING,199,WIN,552,10,99.66666666666667,0.8088465470600475,780,680,430
Q_LEARNING,200,WIN,265,9,53.333333333333336,0.9975839763073806,620,780,480
Q_LEARNING,201,WIN,344,10,93.33333333333333,0.9627664800078594,670,390,780
Q_LEARNING,202,WIN,382,24,94,0.9747738471721703,990,270,640
Q_LEARNING,203,LOSS,556,17,93,0.8552358350637793,110,850,830
Q_LEARNING,204,WIN,479,17,114.33333333333333,0.8553367212661854,540,520,800
Q_LEARNING,205,WIN,510,20,123,0.959373480733053,590,270,990
Q_LEARNING,206,WIN,342,5,78,0.9818181818181818,620,500,750
Q_LEARNING,207,WIN,343,2,60.666666666666664,0.9717772692601068,780,350,710
Q_LEARNING,208,WIN,309,16,71.33333333333333,0.9993017369293882,580,510,790
Q_LEARNING,209,WIN,290,4,54.333333333333336,0.9976718861477226,420,600,890
Q_LEARNING,210,WIN,408,12,91.66666666666667,0.9775597523299854,600,140,1110
